image_path,label
Animal-10-split\butterfly\OIP-XhWDQgiElgZ0RUvLgceIvgHaFa.jpeg,butterfly
Animal-10-split\butterfly\OIP-xIPjz5ot_1CP-_rI7qlOAgHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-xiUu0Ef6GQrs2X0h_sQeHwHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-Xix63IsK-GdQjCDjvCF1aAHaFN.jpeg,butterfly
Animal-10-split\butterfly\OIP-Xj9Kl0-XgMYPhxKLPzoNXgHaEK.jpeg,butterfly
Animal-10-split\butterfly\OIP-Xjxzf-Q1-1q6x095SJwVNwHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-xKpwCogfRUSpuiJ0ubGqMAHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-XlrZTvHwH0G9thYYYHPA9gHaFJ.jpeg,butterfly
Animal-10-split\butterfly\OIP-XLZj3HDw-v6-fRjrcOosvQHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-XmYckcSuyg7NBJdpLLOV0gHaLH.jpeg,butterfly
Animal-10-split\butterfly\OIP-xn322t9YjQ-DBe0xIa46IQHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-XO7fDhXahM4kmRF_22ingQHaCl.jpeg,butterfly
Animal-10-split\butterfly\OIP-XOcZPfods9lZi396pTManwAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-XokANkuKwZw5sHZSERL9SgHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-xpY-gtM_emmm9HcSV8nT6QHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-Xqh8UQdPkD_Strvlh6fpXwHaE7.jpeg,butterfly
Animal-10-split\butterfly\OIP-XraQ7-bvFpRwSAcMXtv8_AHaLH.jpeg,butterfly
Animal-10-split\butterfly\OIP-XtbFqK6O8aT4U1Cs8eVKHAHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-XteFfmeQD1gfJMcU_VcUMwHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-xTvQNBk_VuZhvbDvdud2bwHaEK.jpeg,butterfly
Animal-10-split\butterfly\OIP-XTwAGG6Uvr-hNyoDUjNOUwHaGz.jpeg,butterfly
Animal-10-split\butterfly\OIP-XukdrNRBC00g-_r04kGC1AHaFq.jpeg,butterfly
Animal-10-split\butterfly\OIP-xVDbt5RHL22QAq03ESk-TgHaEn.jpeg,butterfly
Animal-10-split\butterfly\OIP-xVKXioG-VDc7sr-tIXRk4gAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-XvoUl3bgWbFk-kqKW6PLTgHaEi.jpeg,butterfly
Animal-10-split\butterfly\OIP-Xw1nTJh2k3JavqslsIG5sAHaFi.jpeg,butterfly
Animal-10-split\butterfly\OIP-Xwrb1TvTrl8Sbs840vPpTgHaFc.jpeg,butterfly
Animal-10-split\butterfly\OIP-Xxit8lK1fEePHp-p08U8nAHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-XyJJ-UsJ9MXZOy8tQMQcRAAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-XzHjf6XNzIst1n_4gGes5gHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-Y-EO5dVtQ2oizcaGgU7XPgHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-y-JMTqVZxFve9krHOGeQ-wHaE6.jpeg,butterfly
Animal-10-split\butterfly\OIP-y1jzx2IDv-tzHt3DC280ZgHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-y1lu1zaVNOsILG6rukr65QHaHk.jpeg,butterfly
Animal-10-split\butterfly\OIP-Y1YKe3BXjVxsN0iF4jKW9QHaEV.jpeg,butterfly
Animal-10-split\butterfly\OIP-y2rdXqLJdLQC4-3BkqfWXwHaH2.jpeg,butterfly
Animal-10-split\butterfly\OIP-Y3K0S6_5FG8w9LRcpNKv5QHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-y3OwbIzxCIfqFoJDZMSmvQHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-y4KpgwUcehzdI2Cw7qBszQHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-Y5LqV9FHAH_UlZJDAz8xKgHaEm.jpeg,butterfly
Animal-10-split\butterfly\OIP-Y5_dpYEmm7Gar2Dyn_EZcAHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-y6EyS5UK-itBoMPQexwFCQHaFb.jpeg,butterfly
Animal-10-split\butterfly\OIP-y6N1UO8Z6cRICTs7DEXsbAHaFE.jpeg,butterfly
Animal-10-split\butterfly\OIP-Y6rxRzTTjYf0QFAQNnb0PwHaEK.jpeg,butterfly
Animal-10-split\butterfly\OIP-y7f97MUcG6cwDWljxiF8dAHaFo.jpeg,butterfly
Animal-10-split\butterfly\OIP-y7ONc_RIBeqYfcRFxNTi6QHaE9.jpeg,butterfly
Animal-10-split\butterfly\OIP-YA8HxFQTVaOE3MeuoldpIgHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-yaateVH_7hxv7C9HiUPqUAHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-YaAyNdJ4k-DJ8lGSarWxhwHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-yAE2NMX23E1bMvcyPVKPmQHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-yaTVwgaziAC5tbx7KUaW0wHaFh.jpeg,butterfly
Animal-10-split\butterfly\OIP-YBfm8KLGbabzJ9Vqwx0s1wHaEy.jpeg,butterfly
Animal-10-split\butterfly\OIP-YBPrC8bnUdgXuH62l4EIEAHaEK.jpeg,butterfly
Animal-10-split\butterfly\OIP-YbqBJUcrCLA8tLHrUYo-OAHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-Ycsjzn83iCaqDAKtuAccSAHaFc.jpeg,butterfly
Animal-10-split\butterfly\OIP-YDmNBz4LvjEilNvRb5cDWQHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-yEKjyLYQD0Zd9y410iniMQHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-yf8ZOdTdNRqs_ji3BGxvNwHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-yFkf6c5jYoBpaQnet10UBgHaHS.jpeg,butterfly
Animal-10-split\butterfly\OIP-ygBcWExGUYB08ajAijP41AHaFO.jpeg,butterfly
Animal-10-split\butterfly\OIP-YGoGMvaerGjTgVOCePHjTAHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-yImgX_ieA4Hl4frj_X29sAHaF5.jpeg,butterfly
Animal-10-split\butterfly\OIP-yJB7K-70pklUpUEaaEkCegHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-yKcrgjIjzU_Cczz-GOuG0wHaHn.jpeg,butterfly
Animal-10-split\butterfly\OIP-yLPxCv0d8yJGudDbf7LbKwHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-yMM1gjGb1N2TziU0DTc20gHaF4.jpeg,butterfly
Animal-10-split\butterfly\OIP-yn-HWD8oZUQ47FhOFBbTZwHaLp.jpeg,butterfly
Animal-10-split\butterfly\OIP-yn99HUpTmYRJI3ttmUkYOQHaFN.jpeg,butterfly
Animal-10-split\butterfly\OIP-YNqBf_ZQHJthXHKsk-UE2wHaF7.jpeg,butterfly
Animal-10-split\butterfly\OIP-YoXyDt_LP0Y7wQYOjQA4YwHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-YqyTpOZwWDVB9fjPmRCl2QHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-yr3arwBSVWn3SZM_eo8bfwHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-yrxQiEPNPJHfUL2_PUtZ4gHaFI.jpeg,butterfly
Animal-10-split\butterfly\OIP-YSV6Dor9lo9vmYBQyMEH7gHaG0.jpeg,butterfly
Animal-10-split\butterfly\OIP-YTjAmT4zT-R1froxs0I3mAAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-ytvQKHU1jM6XCuEWDHFChgHaLH.jpeg,butterfly
Animal-10-split\butterfly\OIP-yuf_ZuUtcst-yklRNvU_3wEsEI.jpeg,butterfly
Animal-10-split\butterfly\OIP-Yug5cUteWfrpkPeb-hbsxgHaFb.jpeg,butterfly
Animal-10-split\butterfly\OIP-YVLFPqUqLTiQU-66HkcaEAHaEE.jpeg,butterfly
Animal-10-split\butterfly\OIP-YW2huOSJOPefRR5D27KVzQHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-yWw4zk0HUbw81Qm7NvherwHaFZ.jpeg,butterfly
Animal-10-split\butterfly\OIP-YWWoda5gXTmCEVVqur9vlAHaEL.jpeg,butterfly
Animal-10-split\butterfly\OIP-YWyEWQpk5sqNJAmd9BgswAHaFk.jpeg,butterfly
Animal-10-split\butterfly\OIP-YxKaKZ82n3Y8QvEkbzf8yQHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-YychsYBQAfWPWw7BS7JI0wHaHg.jpeg,butterfly
Animal-10-split\butterfly\OIP-Y_vZFMtErNaDbgkdjv9tewHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-Z-FT2EEEuHs3bQchVmUIlgHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-Z0rjiaXwaACAujNgPezbpQHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-Z8_xxpuotauY24XqOos7zwHaEH.jpeg,butterfly
Animal-10-split\butterfly\OIP-z9PbEkYZFnKl6Q1w7lDJqAHaFV.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZAvjq08VZZgLPZkErgLkNwHaF7.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZBTdCnY9Po4Ww9U9DAQ5PwHaEk.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZBuoPmQzhSfiC7McazsV0wHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-zdOz0yx9r54k41PRrpjAJQHaE7.jpeg,butterfly
Animal-10-split\butterfly\OIP-zdZAIubVm0NYpKeBu4zW5QHaFa.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZdZR5B6aAf6jqzFmluXZAQHaIR.jpeg,butterfly
Animal-10-split\butterfly\OIP-zee9w8Ff2D-Hu9Y6JoGZ9gHaFc.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZfInpXvNerSZ1ewQBj0R5AD6Es.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZFTi_50S9jvpmygEn6VVGwHaJQ.jpeg,butterfly
Animal-10-split\butterfly\OIP-zGMhX-rG1gdBG3kxgdhhiQHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-zgZsf661wyCOgzjRfbj38AHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZJ3uP4DrwyT_lHYteq165AHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-zjfPjvKx0MKS9zoExZXGhgHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZKbRICDW0sZ4itZGiQLzBgHaE7.jpeg,butterfly
Animal-10-split\butterfly\OIP-zlAXM5j1lboH0YjCncT7VQHaFH.jpeg,butterfly
Animal-10-split\butterfly\OIP-zlUzki_MaBGxXVkckgozRwHaFK.jpeg,butterfly
Animal-10-split\butterfly\OIP-zmqoRKiBfOYom1SN7QtfEgHaFk.jpeg,butterfly
Animal-10-split\butterfly\OIP-zn9k9S-fjvLCqybxjEv0wgHaFk.jpeg,butterfly
Animal-10-split\butterfly\OIP-Zoh3ThibbqWnLjYsgyYyhQHaFO.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZPwLGck6a6rklGzDgUaniQAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZqM6QlEfnf8IzyNnMqwzLwHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-zqYnjyMopVxXFFJHoztbOQHaH7.jpeg,butterfly
Animal-10-split\butterfly\OIP-Zq_q8o8cw50F1x6S7AmlsQHaFi.jpeg,butterfly
Animal-10-split\butterfly\OIP-zRBYveq0GEFHEhexq5qergHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZrfnxopDBO0QJWyh56tGCgHaG7.jpeg,butterfly
Animal-10-split\butterfly\OIP-zrG4e3AjIH8dt0EF2m_YIAHaKc.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZRKh8oOllRIyq7CSS9PWXQHaGS.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZTbeCBkEAKHqGq8WQA7yvAHaFF.jpeg,butterfly
Animal-10-split\butterfly\OIP-zU6w7qic4mC2uPNH-IyEdgAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-zuA7UNknWcbMeHbOrlmhgQHaFh.jpeg,butterfly
Animal-10-split\butterfly\OIP-zUF_ra1ngpfADvA4_Nj-FgHaF2.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZunYgEud0RqEjpnoLjtoXQHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-zUoClNIPMyYa8T9rRZEO4QHaEo.jpeg,butterfly
Animal-10-split\butterfly\OIP-zVFfJKZOFNSyVGwkzFxK0QHaE2.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZVhEK6Z2rrD5gokYFruOFAAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-zviraYI5chw-Hvzi_PwvHQHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZVofdfmT6nHfETl6y0BZEAHaFf.jpeg,butterfly
Animal-10-split\butterfly\OIP-zVqXUldJvdA6XL0v11iqCQAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZvwAut30A7U_6VhDNcLaowHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZvYBiAU1Y2VGNnTc2ef7sQHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZWmU8mRQeGM1evYuN_dEEgHaEW.jpeg,butterfly
Animal-10-split\butterfly\OIP-Zwx7FIbZrHjfsg055rw_BAHaE7.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZXlslUCo82OOxHlAotqIvwHaEK.jpeg,butterfly
Animal-10-split\butterfly\OIP-zXRXv9uF7qQJ1qJuigjULwHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-ZYoAuR6Ult0soCyXXy6S8AHaHd.jpeg,butterfly
Animal-10-split\butterfly\OIP-zYTwzDLkk_kueB-NEvT14AHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-_-Bo4O4-ipbaRr1EjQjSsQHaE9.jpeg,butterfly
Animal-10-split\butterfly\OIP-_30BsN9HOThMz1YNL6ow4AHaEw.jpeg,butterfly
Animal-10-split\butterfly\OIP-_38-V4VJImOksP_8qvyZBwHaLJ.jpeg,butterfly
Animal-10-split\butterfly\OIP-_4v9bVzcpkXyD_7mW74ehAHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_6ISB6APIO5HKW5IULjPDwHaEK.jpeg,butterfly
Animal-10-split\butterfly\OIP-_7r6dJrmBilsZBJGMiYdkgHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-_8tkgZyd_UKyqp6fjKWmTwHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-_aM_240lukU-2ENHnYqZLAHaCv.jpeg,butterfly
Animal-10-split\butterfly\OIP-_brswjHAsVINlxQ1eeSMpgHaLE.jpeg,butterfly
Animal-10-split\butterfly\OIP-_DFZHMlvbDi0vTF5ApU0HgHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_EG1HDWodhRylNWRbJjMaQHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_eNyV3DN2t677_34FjtCgQHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_if8hUJ-WjMTkXHsk0mpHQHaJ4.jpeg,butterfly
Animal-10-split\butterfly\OIP-_JN6IOzxLhpX1nsOaLkMWwHaF_.jpeg,butterfly
Animal-10-split\butterfly\OIP-_JZC6bs6kM4u8xxgeGDDgwHaFu.jpeg,butterfly
Animal-10-split\butterfly\OIP-_KkkBrCkBaeMPkavE4af-gHaFc.jpeg,butterfly
Animal-10-split\butterfly\OIP-_KpWu9kxE30jovKeO6yMlwHaGP.jpeg,butterfly
Animal-10-split\butterfly\OIP-_LUzT5pHpRTtGY3PktMGswHaFG.jpeg,butterfly
Animal-10-split\butterfly\OIP-_l_AIy0hmNkOW5o5JBkQcgHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_mIa90VLaHMZjCJqfJKpTgHaE7.jpeg,butterfly
Animal-10-split\butterfly\OIP-_OMsWl14sQsMYLGODxZ6kAHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-_oUu37JYZz5y7s1v9Sa54AHaHa.jpeg,butterfly
Animal-10-split\butterfly\OIP-_pqbSW5dj_dY4DJxdRxJ9gHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_rhwCPqPtIl-c0twJyp-uAHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-_RTMInUYdiybx3LAAM9FcAHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_tTQDEB9PfeO9CQ5BaomxgHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_uuUmWvmWyx8tHdjJ_HPXwAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-_Vf9jXBnJAxf4gGsERpVaQHaE8.jpeg,butterfly
Animal-10-split\butterfly\OIP-_ybgzi_iA5Lo2p5igC0gLAHaFj.jpeg,butterfly
Animal-10-split\butterfly\OIP-_YJ6Leb7EKvGv_N_GDb2ugHaFi.jpeg,butterfly
Animal-10-split\butterfly\OIP-_YjI3TZsyO10g1xpwrtaYAHaFm.jpeg,butterfly
Animal-10-split\butterfly\OIP-_yOn1UTUWB7kWNmQOt93QAAAAA.jpeg,butterfly
Animal-10-split\butterfly\OIP-_z2ZnNHlWcjlKvdLpjxc2QHaC9.jpeg,butterfly
Animal-10-split\butterfly\OIP-_z8BmGoaFisnSQGFyl0QSgHaFj.jpeg,butterfly
Animal-10-split\cat\1.jpeg,cat
Animal-10-split\cat\10.jpeg,cat
Animal-10-split\cat\100.jpeg,cat
Animal-10-split\cat\1001.jpeg,cat
Animal-10-split\cat\1002.jpeg,cat
Animal-10-split\cat\1004.jpeg,cat
Animal-10-split\cat\1005.jpeg,cat
Animal-10-split\cat\1006.jpeg,cat
Animal-10-split\cat\1007.jpeg,cat
Animal-10-split\cat\1008.jpeg,cat
Animal-10-split\cat\101.jpeg,cat
Animal-10-split\cat\1011.jpeg,cat
Animal-10-split\cat\1012.jpeg,cat
Animal-10-split\cat\1013.jpeg,cat
Animal-10-split\cat\1014.jpeg,cat
Animal-10-split\cat\1015.jpeg,cat
Animal-10-split\cat\1016.jpeg,cat
Animal-10-split\cat\1017.jpeg,cat
Animal-10-split\cat\1018.jpeg,cat
Animal-10-split\cat\1019.jpeg,cat
Animal-10-split\cat\1021.jpeg,cat
Animal-10-split\cat\1022.jpeg,cat
Animal-10-split\cat\1024.jpeg,cat
Animal-10-split\cat\1025.jpeg,cat
Animal-10-split\cat\1027.jpeg,cat
Animal-10-split\cat\1028.jpeg,cat
Animal-10-split\cat\1029.jpeg,cat
Animal-10-split\cat\103.jpeg,cat
Animal-10-split\cat\1030.jpeg,cat
Animal-10-split\cat\1032.jpeg,cat
Animal-10-split\cat\1033.jpeg,cat
Animal-10-split\cat\1034.jpeg,cat
Animal-10-split\cat\1037.jpeg,cat
Animal-10-split\cat\1038.jpeg,cat
Animal-10-split\cat\1039.jpeg,cat
Animal-10-split\cat\104.jpeg,cat
Animal-10-split\cat\1040.jpeg,cat
Animal-10-split\cat\1041.jpeg,cat
Animal-10-split\cat\1042.jpeg,cat
Animal-10-split\cat\1043.jpeg,cat
Animal-10-split\cat\1044.jpeg,cat
Animal-10-split\cat\1045.jpeg,cat
Animal-10-split\cat\1046.jpeg,cat
Animal-10-split\cat\1047.jpeg,cat
Animal-10-split\cat\1048.jpeg,cat
Animal-10-split\cat\1049.jpeg,cat
Animal-10-split\cat\1050.jpeg,cat
Animal-10-split\cat\1051.jpeg,cat
Animal-10-split\cat\1052.jpeg,cat
Animal-10-split\cat\1053.jpeg,cat
Animal-10-split\cat\1054.jpeg,cat
Animal-10-split\cat\1057.jpeg,cat
Animal-10-split\cat\1058.jpeg,cat
Animal-10-split\cat\1059.jpeg,cat
Animal-10-split\cat\106.jpeg,cat
Animal-10-split\cat\1060.jpeg,cat
Animal-10-split\cat\1061.jpeg,cat
Animal-10-split\cat\1062.jpeg,cat
Animal-10-split\cat\1064.jpeg,cat
Animal-10-split\cat\1065.jpeg,cat
Animal-10-split\cat\1071.jpeg,cat
Animal-10-split\cat\1072.jpeg,cat
Animal-10-split\cat\1074.jpeg,cat
Animal-10-split\cat\1075.jpeg,cat
Animal-10-split\cat\1076.jpeg,cat
Animal-10-split\cat\1079.jpeg,cat
Animal-10-split\cat\1085.jpeg,cat
Animal-10-split\cat\1086.jpeg,cat
Animal-10-split\cat\1087.jpeg,cat
Animal-10-split\cat\1088.jpeg,cat
Animal-10-split\cat\109.jpeg,cat
Animal-10-split\cat\1090.jpeg,cat
Animal-10-split\cat\1091.jpeg,cat
Animal-10-split\cat\1094.jpeg,cat
Animal-10-split\cat\1096.jpeg,cat
Animal-10-split\cat\1097.jpeg,cat
Animal-10-split\cat\1098.jpeg,cat
Animal-10-split\cat\11.jpeg,cat
Animal-10-split\cat\110.jpeg,cat
Animal-10-split\cat\1100.jpeg,cat
Animal-10-split\cat\1104.jpeg,cat
Animal-10-split\cat\1105.jpeg,cat
Animal-10-split\cat\1106.jpeg,cat
Animal-10-split\cat\1107.jpeg,cat
Animal-10-split\cat\111.jpeg,cat
Animal-10-split\cat\1110.jpeg,cat
Animal-10-split\cat\1112.jpeg,cat
Animal-10-split\cat\1113.jpeg,cat
Animal-10-split\cat\1115.jpeg,cat
Animal-10-split\cat\112.jpeg,cat
Animal-10-split\cat\1120.jpeg,cat
Animal-10-split\cat\1121.jpeg,cat
Animal-10-split\cat\1122.jpeg,cat
Animal-10-split\cat\1124.jpeg,cat
Animal-10-split\cat\1128.jpeg,cat
Animal-10-split\cat\1129.jpeg,cat
Animal-10-split\cat\1138.jpeg,cat
Animal-10-split\cat\1142.jpeg,cat
Animal-10-split\cat\1143.jpeg,cat
Animal-10-split\cat\1144.jpeg,cat
Animal-10-split\cat\1153.jpeg,cat
Animal-10-split\cat\1163.jpeg,cat
Animal-10-split\cat\1164.jpeg,cat
Animal-10-split\cat\1165.jpeg,cat
Animal-10-split\cat\1166.jpeg,cat
Animal-10-split\cat\117.jpeg,cat
Animal-10-split\cat\1170.jpeg,cat
Animal-10-split\cat\1171.jpeg,cat
Animal-10-split\cat\1173.jpeg,cat
Animal-10-split\cat\1174.jpeg,cat
Animal-10-split\cat\1175.jpeg,cat
Animal-10-split\cat\1176.jpeg,cat
Animal-10-split\cat\118.jpeg,cat
Animal-10-split\cat\1183.jpeg,cat
Animal-10-split\cat\1184.jpeg,cat
Animal-10-split\cat\1185.jpeg,cat
Animal-10-split\cat\1186.jpeg,cat
Animal-10-split\cat\1187.jpeg,cat
Animal-10-split\cat\119.jpeg,cat
Animal-10-split\cat\1191.jpeg,cat
Animal-10-split\cat\1192.jpeg,cat
Animal-10-split\cat\1194.jpeg,cat
Animal-10-split\cat\1195.jpeg,cat
Animal-10-split\cat\1197.jpeg,cat
Animal-10-split\cat\1198.jpeg,cat
Animal-10-split\cat\1199.jpeg,cat
Animal-10-split\cat\12.jpeg,cat
Animal-10-split\cat\1200.jpeg,cat
Animal-10-split\cat\1203.jpeg,cat
Animal-10-split\cat\1205.jpeg,cat
Animal-10-split\cat\1206.jpeg,cat
Animal-10-split\cat\1207.jpeg,cat
Animal-10-split\cat\1209.jpeg,cat
Animal-10-split\cat\121.jpeg,cat
Animal-10-split\cat\1210.jpeg,cat
Animal-10-split\cat\1213.jpeg,cat
Animal-10-split\cat\1214.jpeg,cat
Animal-10-split\cat\1215.jpeg,cat
Animal-10-split\cat\1216.jpeg,cat
Animal-10-split\cat\1217.jpeg,cat
Animal-10-split\cat\1218.jpeg,cat
Animal-10-split\cat\1219.jpeg,cat
Animal-10-split\cat\122.jpeg,cat
Animal-10-split\cat\1220.jpeg,cat
Animal-10-split\cat\1221.jpeg,cat
Animal-10-split\cat\1222.jpeg,cat
Animal-10-split\cat\1223.jpeg,cat
Animal-10-split\cat\1224.jpeg,cat
Animal-10-split\cat\1225.jpeg,cat
Animal-10-split\cat\1226.jpeg,cat
Animal-10-split\cat\1227.jpeg,cat
Animal-10-split\cat\1228.jpeg,cat
Animal-10-split\cat\1229.jpeg,cat
Animal-10-split\cat\123.jpeg,cat
Animal-10-split\cat\1230.jpeg,cat
Animal-10-split\cat\1231.jpeg,cat
Animal-10-split\cat\1232.jpeg,cat
Animal-10-split\cat\1233.jpeg,cat
Animal-10-split\cat\1234.jpeg,cat
Animal-10-split\cat\1235.jpeg,cat
Animal-10-split\cat\1236.jpeg,cat
Animal-10-split\cat\1237.jpeg,cat
Animal-10-split\cat\1238.jpeg,cat
Animal-10-split\cat\1239.jpeg,cat
Animal-10-split\cat\124.jpeg,cat
Animal-10-split\cat\1240.jpeg,cat
Animal-10-split\cat\1241.jpeg,cat
Animal-10-split\cat\1242.jpeg,cat
Animal-10-split\cat\1243.jpeg,cat
Animal-10-split\cat\1244.jpeg,cat
Animal-10-split\cat\1245.jpeg,cat
Animal-10-split\cat\1246.jpeg,cat
Animal-10-split\cat\1247.jpeg,cat
Animal-10-split\cat\1248.jpeg,cat
Animal-10-split\cat\125.jpeg,cat
Animal-10-split\cat\1250.jpeg,cat
Animal-10-split\cat\1251.jpeg,cat
Animal-10-split\cat\1252.jpeg,cat
Animal-10-split\cat\1253.jpeg,cat
Animal-10-split\cat\1254.jpeg,cat
Animal-10-split\cat\1255.jpeg,cat
Animal-10-split\cat\1256.jpeg,cat
Animal-10-split\cat\1257.jpeg,cat
Animal-10-split\cat\1258.jpeg,cat
Animal-10-split\cat\1259.jpeg,cat
Animal-10-split\cat\126.jpeg,cat
Animal-10-split\cat\1260.jpeg,cat
Animal-10-split\cat\1261.jpeg,cat
Animal-10-split\cat\1262.jpeg,cat
Animal-10-split\cat\1263.jpeg,cat
Animal-10-split\cat\1264.jpeg,cat
Animal-10-split\cat\1267.jpeg,cat
Animal-10-split\cat\1268.jpeg,cat
Animal-10-split\cat\1269.jpeg,cat
Animal-10-split\cat\127.jpeg,cat
Animal-10-split\cat\1270.jpeg,cat
Animal-10-split\cat\1272.jpeg,cat
Animal-10-split\cat\1273.jpeg,cat
Animal-10-split\cat\1274.jpeg,cat
Animal-10-split\cat\1275.jpeg,cat
Animal-10-split\cat\1277.jpeg,cat
Animal-10-split\cat\128.jpeg,cat
Animal-10-split\cat\1280.jpeg,cat
Animal-10-split\cat\1283.jpeg,cat
Animal-10-split\cat\1284.jpeg,cat
Animal-10-split\cat\1285.jpeg,cat
Animal-10-split\cat\1286.jpeg,cat
Animal-10-split\cat\1288.jpeg,cat
Animal-10-split\cat\129.jpeg,cat
Animal-10-split\cat\1292.jpeg,cat
Animal-10-split\cat\1294.jpeg,cat
Animal-10-split\cat\1295.jpeg,cat
Animal-10-split\cat\1296.jpeg,cat
Animal-10-split\cat\1299.jpeg,cat
Animal-10-split\cat\13.jpeg,cat
Animal-10-split\cat\130.jpeg,cat
Animal-10-split\cat\1301.jpeg,cat
Animal-10-split\cat\1302.jpeg,cat
Animal-10-split\cat\1303.jpeg,cat
Animal-10-split\cat\1304.jpeg,cat
Animal-10-split\cat\1305.jpeg,cat
Animal-10-split\cat\1306.jpeg,cat
Animal-10-split\cat\1307.jpeg,cat
Animal-10-split\cat\1308.jpeg,cat
Animal-10-split\cat\1309.jpeg,cat
Animal-10-split\cat\131.jpeg,cat
